,name,level,record_longest_win_streak,losses,total_games_played,win_loss_ratio,games_played,deaths,wins,kd_ratio,suicides,kills,assists,record_kill_streak
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,marleydee1,688.0,227.0,419.0,8799.0,0.5369928479194641,8799.0,17236.0,225.0,3.626131296157837,7596.0,62500.0,18559.0,14.0
2,Stefo__SvK,1000.0,84.0,2025.0,18529.0,0.566419780254364,18529.0,71914.0,1147.0,2.009121894836426,3141.0,144484.0,27365.0,31.0
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,Vylxnz,1000.0,199.0,1447.0,14803.0,0.8742225170135498,14803.0,66305.0,1265.0,2.856828212738037,12549.0,189422.0,30556.0,28.0
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,xizf-,628.0,97.0,760.0,9159.0,0.40526315569877625,9159.0,23616.0,308.0,3.3609840869903564,4507.0,79373.0,11872.0,26.0
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,steviii77,1000.0,50.0,637.0,18020.0,0.8100470900535583,18020.0,67975.0,516.0,1.5742993354797363,26931.0,107013.0,26619.0,15.0
12,W2LLU,1000.0,63.0,733.0,8552.0,0.785811722278595,8552.0,21938.0,576.0,3.5495030879974365,1137.0,77869.0,15183.0,26.0
13,cx_pim,738.0,72.0,1595.0,15952.0,0.8075234889984131,15952.0,86304.0,1288.0,2.179713487625122,12978.0,188118.0,33344.0,26.0
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,kingbenja2001,1000.0,380.0,1136.0,10203.0,2.692781686782837,10203.0,79032.0,3059.0,2.490687370300293,3881.0,196844.0,32015.0,66.0
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,Donaldinihio,858.0,22.0,522.0,9236.0,0.501915693283081,9236.0,25833.0,262.0,2.4887547492980957,12429.0,64292.0,12574.0,22.0
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,TreKK_EU,185.0,141.0,896.0,11378.0,0.4955357015132904,11378.0,37624.0,444.0,3.3129384517669678,11636.0,124646.0,19746.0,25.0
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,ReLizZe,1000.0,209.0,851.0,12173.0,0.266745001077652,12173.0,28206.0,227.0,4.468446254730225,43912.0,126037.0,13287.0,13.0
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,Bob_Scrubbs,960.0,134.0,535.0,10173.0,0.9906542301177979,10173.0,24762.0,530.0,1.5205153226852417,646.0,37651.0,7399.0,13.0
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,Turles91,709.0,88.0,955.0,12429.0,0.291099488735199,12429.0,40135.0,278.0,2.205332040786743,716.0,88511.0,21636.0,21.0
37,Killers_Brunoz,556.0,37.0,1410.0,11353.0,0.5936170220375061,11353.0,36783.0,837.0,1.333414912223816,666.0,49047.0,7699.0,17.0
38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,FLaSH-RaYo,943.0,40.0,496.0,10533.0,0.40120968222618103,10533.0,30788.0,199.0,2.6405093669891357,1388.0,81296.0,14891.0,18.0
45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,Informaal--,1000.0,72.0,726.0,12595.0,0.8484848737716675,12595.0,55093.0,616.0,2.0130505561828613,22069.0,110905.0,20565.0,27.0
47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,CbWeir,1000.0,106.0,971.0,8549.0,0.603501558303833,8549.0,37260.0,586.0,1.7349436283111572,8812.0,64644.0,15058.0,13.0
49,Yami_Sekai,783.0,83.0,2088.0,13220.0,0.6724137663841248,13220.0,76484.0,1404.0,1.5615161657333374,27119.0,119431.0,25175.0,24.0
50,SgtChop21,966.0,44.0,1196.0,12658.0,0.5008361339569092,12658.0,37287.0,599.0,1.71882963180542,19718.0,64090.0,15259.0,16.0
51,Killers_alemao,463.0,27.0,889.0,9071.0,0.5905511975288391,9071.0,35858.0,525.0,1.2664119005203247,9169.0,45411.0,10712.0,14.0
52,toobigtoohandle,1000.0,76.0,1029.0,11630.0,4.184645175933838,11630.0,65048.0,4306.0,3.8105552196502686,4661.0,247869.0,28676.0,73.0
53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,englyst91,883.0,26.0,882.0,10264.0,0.5260770916938782,10264.0,37753.0,464.0,2.201122999191284,12299.0,83099.0,16929.0,19.0
55,Devin9sc,540.0,67.0,1329.0,8564.0,0.697516918182373,8564.0,46709.0,927.0,2.138688564300537,3128.0,99896.0,14302.0,23.0
56,wk-811,1000.0,64.0,2845.0,17026.0,0.81230229139328,17026.0,128896.0,2311.0,1.5522747039794922,6345.0,200082.0,41223.0,26.0
57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,Do0Ikie,819.0,54.0,839.0,12899.0,0.547079861164093,12899.0,41502.0,459.0,2.1502819061279297,14831.0,89241.0,13318.0,21.0
60,CroFin93,931.0,121.0,2.0,8899.0,1.0,8899.0,19887.0,2.0,2.2349777221679688,4376.0,44447.0,18967.0,3.0
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,LordMajestic_98,1000.0,233.0,165.0,9295.0,0.4848484992980957,9295.0,17326.0,80.0,2.916426181793213,3263.0,50530.0,14052.0,13.0
63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,Brad_0593,550.0,71.0,944.0,10379.0,0.23411017656326294,10379.0,30004.0,221.0,2.0584921836853027,15315.0,61763.0,14292.0,12.0
65,Latiino90,403.0,75.0,2298.0,12339.0,0.6044386625289917,12339.0,85490.0,1389.0,1.08694589138031,6705.0,92923.0,16801.0,21.0
66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,Pamajino,330.0,27.0,2931.0,16504.0,0.7488911747932434,16504.0,91172.0,2195.0,1.8576536178588867,14132.0,169366.0,17374.0,31.0
68,el_Ciskin,689.0,27.0,835.0,13052.0,0.5053892135620117,13052.0,47247.0,422.0,1.8715262413024902,18674.0,88424.0,20075.0,26.0
69,Jerpotzki,1000.0,30.0,880.0,10034.0,0.4272727370262146,10034.0,34055.0,376.0,2.529672622680664,9407.0,86148.0,11750.0,21.0
70,ChiefSoulja1,142.0,100.0,964.0,7624.0,1.292531132698059,7624.0,40509.0,1246.0,2.1983015537261963,3351.0,89051.0,12307.0,32.0
71,Luki23,466.0,95.0,738.0,9890.0,0.024390242993831635,9890.0,18941.0,18.0,1.7760413885116577,12740.0,33640.0,6834.0,6.0
72,PKskinny105,775.0,34.0,576.0,14768.0,0.2881944477558136,14768.0,43442.0,166.0,1.439367413520813,36841.0,62529.0,13759.0,21.0
73,STYLERZ97,313.0,40.0,2919.0,12978.0,0.5810208916664124,12978.0,76610.0,1696.0,1.5026758909225464,10852.0,115120.0,18887.0,46.0
74,sgtsaad,1000.0,38.0,1309.0,12405.0,1.048128366470337,12405.0,83559.0,1372.0,1.4111825227737427,11002.0,117917.0,21721.0,31.0
75,DaGIove,571.0,220.0,1041.0,9039.0,0.6935638785362244,9039.0,31612.0,722.0,2.74958872795105,13944.0,86920.0,14631.0,31.0
76,Holkii_,184.0,22.0,1618.0,11155.0,0.46291717886924744,11155.0,42821.0,749.0,1.5193012952804565,3082.0,65058.0,11212.0,17.0
77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,Coachello,451.0,30.0,780.0,9824.0,0.2064102590084076,9824.0,23614.0,161.0,2.1681206226348877,417.0,51198.0,9737.0,12.0
79,lil_munkki,843.0,54.0,405.0,10152.0,0.06172839552164078,10152.0,21968.0,25.0,1.705298662185669,5170.0,37462.0,10813.0,9.0
80,Pjanic_10_,490.0,69.0,9.0,8625.0,1.0,8625.0,20784.0,9.0,1.777424931526184,12703.0,36942.0,14568.0,11.0
81,ZeKky_59,451.0,67.0,568.0,10064.0,0.48063379526138306,10064.0,32357.0,273.0,1.7189480066299438,8802.0,55620.0,12045.0,33.0
82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,Woutiee23,481.0,31.0,2234.0,10375.0,0.7269471883773804,10375.0,82591.0,1624.0,1.6612584590911865,1970.0,137205.0,31231.0,19.0
84,Qyxx_010,533.0,45.0,469.0,5686.0,0.37526652216911316,5686.0,16965.0,176.0,2.749837875366211,4369.0,46651.0,10427.0,20.0
85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,CristianDxster-,325.0,62.0,885.0,8968.0,0.14689265191555023,8968.0,21634.0,130.0,2.5583341121673584,3121.0,55347.0,8378.0,12.0
92,alurcerita,309.0,32.0,1958.0,13577.0,0.5153217315673828,13577.0,70623.0,1009.0,1.0053240060806274,5955.0,70999.0,23483.0,12.0
93,CigarMotive,364.0,65.0,463.0,9270.0,0.6673865914344788,9270.0,32305.0,309.0,1.026745080947876,7276.0,33169.0,11630.0,14.0
94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
95,grover004,554.0,95.0,575.0,8089.0,0.5408695936203003,8089.0,29222.0,311.0,1.8766340017318726,10867.0,54839.0,10899.0,19.0
96,holyshepp,1000.0,65.0,142.0,13379.0,0.6971830725669861,13379.0,32803.0,99.0,2.371978282928467,32403.0,77808.0,17463.0,13.0
97,Jammer44,752.0,63.0,726.0,9112.0,0.5964187383651733,9112.0,23377.0,433.0,1.8404414653778076,3691.0,43024.0,13358.0,14.0
98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102,Killers_Lucas,282.0,34.0,1495.0,9662.0,0.5993310809135437,9662.0,47333.0,896.0,1.3326431512832642,1658.0,63078.0,12706.0,26.0
103,Pooiyer,476.0,67.0,828.0,10596.0,0.512077271938324,10596.0,35118.0,424.0,2.5793325901031494,17895.0,90581.0,13083.0,24.0
104,lewinjo,755.0,49.0,995.0,8927.0,0.4814070463180542,8927.0,37809.0,479.0,1.695389986038208,21572.0,64101.0,16845.0,14.0
105,Stellaswift,437.0,44.0,385.0,7704.0,0.051948051899671555,7704.0,16515.0,20.0,1.6987587213516235,4578.0,28055.0,8498.0,9.0
106,peekay_4,436.0,100.0,1353.0,9975.0,1.3835920095443726,9975.0,42180.0,1872.0,2.327667236328125,987.0,98181.0,14348.0,36.0
107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,mgsalahu,403.0,38.0,1754.0,12832.0,0.6391106247901917,12832.0,37810.0,1121.0,1.7290663719177246,2804.0,65376.0,11527.0,14.0
109,c_haynes7,124.0,29.0,1079.0,7389.0,0.7729378938674927,7389.0,23180.0,834.0,2.2036237716674805,223.0,51080.0,6479.0,23.0
110,Langerdahl,1000.0,84.0,1685.0,14897.0,1.5234421491622925,14897.0,56350.0,2567.0,2.050079822540283,7769.0,115522.0,17496.0,29.0
111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,Bund_Killer,182.0,51.0,909.0,7461.0,0.817381739616394,7461.0,32836.0,743.0,1.5468388795852661,7307.0,50792.0,9212.0,15.0
113,Slick_D___,609.0,68.0,1372.0,9419.0,0.8870262503623962,9419.0,55541.0,1217.0,1.312687873840332,11926.0,72908.0,19547.0,14.0
114,Faydal_EU,789.0,228.0,970.0,5935.0,0.7185567021369934,5935.0,23613.0,697.0,2.2393596172332764,7824.0,52878.0,10033.0,26.0
115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,Da_DoM91,1000.0,42.0,1398.0,14496.0,0.7081544995307922,14496.0,70212.0,990.0,1.1884008646011353,15034.0,83440.0,15488.0,16.0
117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,Jeroen073_,22.0,54.0,1404.0,7208.0,0.7307692170143127,7208.0,37303.0,1026.0,1.757016897201538,1286.0,65542.0,13456.0,17.0
121,iamExpel,374.0,42.0,636.0,9417.0,0.5157232880592346,9417.0,24742.0,328.0,2.8985934257507324,12676.0,71717.0,11353.0,17.0
122,Marchantje,712.0,61.0,969.0,10577.0,0.4117647111415863,10577.0,40495.0,399.0,1.1849857568740845,12788.0,47986.0,12690.0,20.0
123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
125,itsgabriel-24,151.0,36.0,890.0,6533.0,0.5685393214225769,6533.0,23310.0,506.0,2.1198198795318604,3055.0,49413.0,6404.0,27.0
126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,Nick__Collins,500.0,44.0,105.0,5804.0,0.7047619223594666,5804.0,12879.0,74.0,1.1726065874099731,4521.0,15102.0,4762.0,11.0
129,Ripacash,795.0,90.0,687.0,8502.0,0.4294032156467438,8502.0,30585.0,295.0,1.7566454410552979,5350.0,53727.0,13171.0,12.0
130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
132,you_shot_me44,742.0,16.0,664.0,12086.0,0.4397590458393097,12086.0,28819.0,292.0,1.3484159708023071,687.0,38860.0,8916.0,13.0
133,CarryTheBackPack,592.0,56.0,2016.0,9628.0,0.7301587462425232,9628.0,47046.0,1472.0,2.138545274734497,9031.0,100610.0,13364.0,35.0
134,mmex,202.0,38.0,833.0,10843.0,0.7887154817581177,10843.0,41910.0,657.0,1.6283941268920898,19105.0,68246.0,13748.0,14.0
135,lewsley89,269.0,20.0,753.0,9454.0,0.7476759552955627,9454.0,30467.0,563.0,1.489053726196289,4733.0,45367.0,9584.0,14.0
136,stan1sh,445.0,20.0,1040.0,12389.0,0.42788460850715637,12389.0,38973.0,445.0,1.4211376905441284,1949.0,55386.0,7137.0,27.0
137,KUO_89,221.0,103.0,512.0,5767.0,0.42578125,5767.0,18054.0,218.0,1.7445995807647705,2178.0,31497.0,8710.0,20.0
138,Sztifler21,573.0,47.0,1857.0,13551.0,0.8239095211029053,13551.0,90569.0,1530.0,1.1046605110168457,2960.0,100048.0,26902.0,15.0
139,RogerRocket_24,642.0,72.0,778.0,11400.0,0.18637531995773315,11400.0,32183.0,145.0,0.901314377784729,1875.0,29007.0,11171.0,13.0
140,joey90sbaby,400.0,53.0,463.0,10305.0,0.6868250370025635,10305.0,32718.0,318.0,1.3686350584030151,3587.0,44779.0,13286.0,13.0
141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
143,Dashley365,475.0,23.0,1191.0,9240.0,0.5902602672576904,9240.0,39457.0,703.0,1.3025825023651123,14628.0,51396.0,10661.0,22.0
144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
145,ZedKay__,779.0,49.0,2183.0,11451.0,0.8841044306755066,11451.0,54493.0,1930.0,1.9483236074447632,5338.0,106170.0,15080.0,28.0
146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
147,Ghostkill_BEL,521.0,21.0,563.0,5570.0,0.6500887870788574,5570.0,14177.0,366.0,2.61846661567688,2545.0,37122.0,8632.0,19.0
148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149,Jaromirr,588.0,60.0,2525.0,11903.0,0.45148515701293945,11903.0,63582.0,1140.0,1.6047937870025635,10072.0,102036.0,18855.0,19.0
150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
152,I-C-U_SRB,613.0,18.0,349.0,8339.0,0.9914039969444275,8339.0,26388.0,346.0,1.6676520109176636,9348.0,44006.0,8815.0,20.0
153,Jp-4tw,153.0,36.0,856.0,6826.0,0.59112149477005,6826.0,24586.0,506.0,1.5859025716781616,4417.0,38991.0,7079.0,14.0
154,alex9795,622.0,47.0,2345.0,13441.0,0.9036247134208679,13441.0,60709.0,2119.0,1.7624075412750244,897.0,106994.0,21614.0,22.0
155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
156,Vaabelz,829.0,33.0,476.0,9240.0,0.569327712059021,9240.0,26555.0,271.0,1.654980182647705,3099.0,43948.0,9949.0,11.0
157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
